"employee_row_id","eeid","full_name","job_title","department","business_unit","gender","ethnicity","age","hire_date","tenure_years","annual_salary","salary_band","bonus_pct","bonus_amount","country","city","is_duplicate_eeid"
477,"E01488","Stella Lai","Sr. Analyst","Accounting","Manufacturing","Female","Asian",44,"2021-04-28 00:00:00",5.2,98520,"Very Low",0.0,0.0,"United States","Miami",True
478,"E03094","Wesley Young","Sr. Analyst","Marketing","Speciality Products","Male","Caucasian",33,"2016-09-18 00:00:00",9.8,98427,"Very Low",0.0,0.0,"United States","Columbus",False
479,"E03114","Jameson Juarez","Development Engineer","Engineering","Speciality Products","Male","Latino",62,"1994-10-09 00:00:00",31.8,98230,"Very Low",0.0,0.0,"United States","Miami",False
480,"E04952","Paisley Gomez","Sr. Analyst","Sales","Manufacturing","Female","Latino",57,"2007-10-02 00:00:00",18.8,98150,"Very Low",0.0,0.0,"Brazil","Rio de Janerio",False
481,"E01357","Paisley Hunter","Engineering Manager","Engineering","Research & Development","Female","Caucasian",61,"2010-01-15 00:00:00",16.5,98110,"Very Low",0.13,127.54,"United States","Chicago",False
482,"E01150","Allison Leung","Sr. Analyst","Sales","Research & Development","Female","Asian",62,"2020-05-18 00:00:00",6.2,97830,"Very Low",0.0,0.0,"United States","Austin",False
483,"E03474","Violet Hall","Solutions Architect","IT","Corporate","Female","Caucasian",40,"2010-12-10 00:00:00",15.6,97807,"Very Low",0.0,0.0,"United States","Chicago",False
484,"E03269","Charlotte Chu","Network Engineer","IT","Manufacturing","Female","Asian",50,"2001-01-23 00:00:00",25.5,97537,"Very Low",0.0,0.0,"China","Chengdu",False
485,"E02005","Isabella Bui","Enterprise Architect","IT","Manufacturing","Female","Asian",36,"2014-11-21 00:00:00",11.7,97500,"Very Low",0.0,0.0,"United States","Miami",False
486,"E01132","Gabriella Johnson","Computer Systems Manager","IT","Research & Development","Female","Caucasian",42,"2006-03-01 00:00:00",20.4,97433,"Very Low",0.05,48.72,"United States","Seattle",True
487,"E04926","Emma Luna","Field Engineer","Engineering","Speciality Products","Female","Latino",52,"2008-03-25 00:00:00",18.3,97398,"Very Low",0.0,0.0,"Brazil","Manaus",False
488,"E00306","Mateo Williams","Enterprise Architect","IT","Manufacturing","Male","Caucasian",40,"2011-01-22 00:00:00",15.5,97339,"Very Low",0.0,0.0,"United States","Austin",True
489,"E03626","Nicholas Avila","Enterprise Architect","IT","Research & Development","Male","Latino",28,"2017-09-28 00:00:00",8.8,97336,"Very Low",0.0,0.0,"United States","Austin",False
490,"E02728","Thomas Chang","Sr. Analyst","Accounting","Research & Development","Male","Asian",34,"2011-07-26 00:00:00",15.0,97231,"Very Low",0.0,0.0,"China","Beijing",False
491,"E03496","Robert Yang","Sr. Analyst","Accounting","Speciality Products","Male","Asian",31,"2017-11-04 00:00:00",8.7,97078,"Very Low",0.0,0.0,"United States","Austin",False
492,"E01713","Nolan Guzman","Field Engineer","Engineering","Speciality Products","Male","Latino",46,"1999-06-20 00:00:00",27.1,96997,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
493,"E04004","Everleigh Shah","Test Engineer","Engineering","Research & Development","Female","Asian",36,"2018-12-14 00:00:00",7.6,96757,"Very Low",0.0,0.0,"United States","Columbus",False
494,"E04802","Lucy Fong","Sr. Account Representative","Sales","Corporate","Female","Asian",40,"2011-01-20 00:00:00",15.5,96719,"Very Low",0.0,0.0,"China","Chengdu",False
495,"E02179","Peyton Owens","Controls Engineer","Engineering","Speciality Products","Female","Caucasian",48,"2014-09-25 00:00:00",11.8,96693,"Very Low",0.0,0.0,"United States","Chicago",False
496,"E02730","Axel Soto","Quality Engineer","Engineering","Corporate","Male","Latino",46,"2005-04-22 00:00:00",21.2,96639,"Very Low",0.0,0.0,"Brazil","Rio de Janerio",False
497,"E04546","Jade Hunter","Cloud Infrastructure Architect","IT","Corporate","Female","Caucasian",42,"2020-02-05 00:00:00",6.4,96636,"Very Low",0.0,0.0,"United States","Columbus",False
498,"E01415","Henry Green","Sr. Account Representative","Sales","Speciality Products","Male","Caucasian",32,"2020-02-03 00:00:00",6.5,96598,"Very Low",0.0,0.0,"United States","Phoenix",False
499,"E01037","Jeremiah Chu","IT Systems Architect","IT","Research & Development","Male","Asian",31,"2020-09-12 00:00:00",5.8,96567,"Very Low",0.0,0.0,"China","Shanghai",False
500,"E00481","Jameson Nelson","Network Architect","IT","Research & Development","Male","Caucasian",61,"2016-03-08 00:00:00",10.4,96566,"Very Low",0.0,0.0,"United States","Columbus",False
501,"E02012","Anna Han","System Administrator ","IT","Research & Development","Female","Asian",65,"2003-05-08 00:00:00",23.2,96548,"Very Low",0.0,0.0,"United States","Austin",False
502,"E03875","Aurora Simmons","Development Engineer","Engineering","Corporate","Female","Caucasian",51,"1995-12-22 00:00:00",30.6,96475,"Very Low",0.0,0.0,"United States","Austin",False
503,"E03160","Carter Ortiz","Quality Engineer","Engineering","Speciality Products","Male","Latino",54,"2012-04-29 00:00:00",14.2,96441,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
504,"E04189","Ariana Kim","Network Architect","IT","Manufacturing","Female","Asian",33,"2014-06-29 00:00:00",12.1,96366,"Very Low",0.0,0.0,"China","Chengdu",False
505,"E00632","Angel Chang","Network Architect","IT","Research & Development","Male","Asian",37,"2017-07-06 00:00:00",9.0,96331,"Very Low",0.0,0.0,"China","Shanghai",False
506,"E00863","Lincoln Ramos","Operations Engineer","Engineering","Corporate","Male","Latino",59,"2008-09-10 00:00:00",17.9,96313,"Very Low",0.0,0.0,"United States","Austin",False
507,"E00446","Hudson Hill","Sr. Analyst","Sales","Research & Development","Male","Caucasian",30,"2019-11-04 00:00:00",6.7,96092,"Very Low",0.0,0.0,"United States","Austin",True
508,"E03268","Emilia Rivera","Test Engineer","Engineering","Research & Development","Female","Latino",42,"2017-11-23 00:00:00",8.6,96023,"Very Low",0.0,0.0,"United States","Miami",True
509,"E02802","Matthew Chau","Sr. Business Partner","Human Resources","Research & Development","Male","Asian",53,"2002-11-16 00:00:00",23.7,95998,"Very Low",0.0,0.0,"United States","Seattle",False
510,"E04816","Jace Zhang","Service Desk Analyst","IT","Speciality Products","Male","Asian",31,"2017-02-14 00:00:00",9.4,95963,"Very Low",0.0,0.0,"China","Chengdu",False
511,"E02521","Lily Nguyen","Sr. Analyst","Finance","Speciality Products","Female","Asian",33,"2012-01-28 00:00:00",14.5,95960,"Very Low",0.0,0.0,"China","Chengdu",False
512,"E01366","William Walker","Computer Systems Manager","IT","Research & Development","Male","Black",40,"2019-02-24 00:00:00",7.4,95899,"Very Low",0.1,95.9,"United States","Columbus",False
513,"E01141","Gianna Williams","Quality Engineer","Engineering","Research & Development","Female","Black",27,"2021-01-28 00:00:00",5.5,95786,"Very Low",0.0,0.0,"United States","Chicago",False
514,"E02813","Kai Chow","Engineering Manager","Engineering","Corporate","Male","Asian",45,"2001-04-12 00:00:00",25.3,95743,"Very Low",0.15,143.61,"United States","Austin",False
515,"E04720","Christopher Chung","Controls Engineer","Engineering","Corporate","Male","Asian",28,"2021-12-18 00:00:00",4.6,95670,"Very Low",0.0,0.0,"United States","Phoenix",False
516,"E03615","Daniel Dixon","Operations Engineer","Engineering","Speciality Products","Male","Caucasian",51,"1999-10-09 00:00:00",26.8,95639,"Very Low",0.0,0.0,"United States","Austin",False
517,"E03984","Hailey Foster","Controls Engineer","Engineering","Manufacturing","Female","Black",55,"2021-03-21 00:00:00",5.3,95562,"Very Low",0.0,0.0,"United States","Chicago",False
518,"E04448","Adrian Ruiz","Sr. Analyst","Finance","Corporate","Male","Latino",34,"2014-09-04 00:00:00",11.9,95499,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
519,"E01639","Austin Vo","Sr. Analyst","Finance","Manufacturing","Male","Asian",55,"1995-11-20 00:00:00",30.7,95409,"Very Low",0.0,0.0,"United States","Phoenix",True
520,"E03047","Gabriella Gupta","Sr. Account Representative","Sales","Corporate","Female","Asian",41,"2005-02-15 00:00:00",21.4,95372,"Very Low",0.0,0.0,"China","Shanghai",False
521,"E00639","Benjamin Mai","System Administrator ","IT","Corporate","Male","Asian",54,"1998-06-15 00:00:00",28.1,95239,"Very Low",0.0,0.0,"United States","Phoenix",False
522,"E00769","Jose Kang","Engineering Manager","Engineering","Corporate","Male","Asian",57,"1999-04-25 00:00:00",27.2,95061,"Very Low",0.1,95.06,"China","Shanghai",False
523,"E00626","Luna Simmons","Sr. Analyst","Finance","Corporate","Female","Caucasian",28,"2020-09-04 00:00:00",5.9,95045,"Very Low",0.0,0.0,"United States","Chicago",False
524,"E00013","Raelynn Ma","Sr. Analyst","Finance","Speciality Products","Female","Asian",33,"2015-10-08 00:00:00",10.8,94876,"Very Low",0.0,0.0,"United States","Miami",True
525,"E00287","Maverick Figueroa","IT Systems Architect","IT","Corporate","Male","Latino",48,"2008-07-06 00:00:00",18.0,94815,"Very Low",0.0,0.0,"United States","Chicago",True
526,"E04618","Mason Zhao","Technical Architect","IT","Research & Development","Male","Asian",46,"2021-10-26 00:00:00",4.7,94790,"Very Low",0.0,0.0,"China","Chongqing",False
527,"E04670","Angel Do","IT Systems Architect","IT","Speciality Products","Male","Asian",34,"2019-09-20 00:00:00",6.8,94735,"Very Low",0.0,0.0,"China","Beijing",False
528,"E03065","Ezra Ortiz","Quality Engineer","Engineering","Research & Development","Male","Latino",41,"2012-01-21 00:00:00",14.5,94658,"Very Low",0.0,0.0,"United States","Miami",False
529,"E03870","Madeline Allen","Cloud Infrastructure Architect","IT","Manufacturing","Female","Caucasian",30,"2020-02-03 00:00:00",6.5,94652,"Very Low",0.0,0.0,"United States","Seattle",False
530,"E00559","Penelope Silva","Network Architect","IT","Speciality Products","Female","Latino",36,"2016-11-03 00:00:00",9.7,94618,"Very Low",0.0,0.0,"United States","Columbus",False
531,"E04131","Cora Rivera","Sr. Analyst","Marketing","Corporate","Female","Latino",42,"2021-01-02 00:00:00",5.5,94430,"Very Low",0.0,0.0,"United States","Seattle",True
532,"E00717","Axel Santos","Sr. Analyst","Accounting","Speciality Products","Male","Latino",62,"2011-02-17 00:00:00",15.4,94422,"Very Low",0.0,0.0,"United States","Phoenix",True
533,"E00955","Theodore Marquez","Development Engineer","Engineering","Speciality Products","Male","Latino",54,"2012-11-24 00:00:00",13.6,94407,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
534,"E00593","Luke Wilson","Solutions Architect","IT","Speciality Products","Male","Caucasian",34,"2016-05-24 00:00:00",10.2,94352,"Very Low",0.0,0.0,"United States","Miami",False
535,"E00273","David Owens","Sr. Analyst","Sales","Corporate","Male","Black",43,"2004-04-16 00:00:00",22.3,94246,"Very Low",0.0,0.0,"United States","Austin",False
536,"E03417","Benjamin Moua","Computer Systems Manager","IT","Manufacturing","Male","Asian",40,"2007-07-02 00:00:00",19.1,93971,"Very Low",0.08,75.18,"China","Chongqing",False
537,"E00672","Mila Pena","Sr. Business Partner","Human Resources","Manufacturing","Female","Latino",45,"2007-12-21 00:00:00",18.6,93840,"Very Low",0.0,0.0,"Brazil","Manaus",True
538,"E04871","Liam Grant","Sr. Business Partner","Human Resources","Research & Development","Male","Caucasian",30,"2015-03-15 00:00:00",11.3,93734,"Very Low",0.0,0.0,"United States","Phoenix",False
539,"E02923","Ethan Tang","Sr. Analyst","Accounting","Speciality Products","Male","Asian",54,"2016-05-04 00:00:00",10.2,93668,"Very Low",0.0,0.0,"United States","Chicago",False
540,"E02453","Dylan Kumar","Sr. Analyst","Marketing","Speciality Products","Male","Asian",55,"2006-07-11 00:00:00",20.0,93343,"Very Low",0.0,0.0,"China","Chongqing",False
541,"E02415","Penelope Gonzalez","Sr. Analyst","Sales","Corporate","Female","Latino",52,"1994-10-16 00:00:00",31.8,93103,"Very Low",0.0,0.0,"United States","Phoenix",False
542,"E00431","Skylar Doan","Sr. Business Partner","Human Resources","Research & Development","Female","Asian",58,"1994-08-21 00:00:00",31.9,93102,"Very Low",0.0,0.0,"United States","Seattle",True
543,"E00401","Wesley Adams","System Administrator ","IT","Corporate","Male","Caucasian",48,"2003-08-11 00:00:00",22.9,93017,"Very Low",0.0,0.0,"United States","Seattle",False
544,"E02235","Riley Ramirez","Sr. Business Partner","Human Resources","Research & Development","Female","Latino",52,"1999-09-13 00:00:00",26.9,92994,"Very Low",0.0,0.0,"United States","Chicago",False
545,"E03538","Gabriel Holmes","Enterprise Architect","IT","Research & Development","Male","Caucasian",40,"2010-11-04 00:00:00",15.7,92952,"Very Low",0.0,0.0,"United States","Seattle",False
546,"E02881","Leilani Sharma","Sr. Analyst","Accounting","Manufacturing","Female","Asian",43,"2014-01-23 00:00:00",12.5,92940,"Very Low",0.0,0.0,"China","Chengdu",False
547,"E00265","Mila Vasquez","Quality Engineer","Engineering","Manufacturing","Female","Latino",60,"1998-07-16 00:00:00",28.0,92932,"Very Low",0.0,0.0,"United States","Columbus",False
548,"E04504","Jameson Alvarado","Enterprise Architect","IT","Manufacturing","Male","Latino",47,"1999-03-14 00:00:00",27.4,92897,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
549,"E02331","Sophia Huynh","Enterprise Architect","IT","Manufacturing","Female","Asian",55,"2005-08-09 00:00:00",20.9,92771,"Very Low",0.0,0.0,"United States","Miami",False
550,"E04000","Skylar Carrillo","Engineering Manager","Engineering","Corporate","Female","Latino",44,"2008-12-18 00:00:00",17.6,92753,"Very Low",0.13,120.58,"United States","Austin",False
551,"E00465","Brooklyn Cho","Technical Architect","IT","Manufacturing","Female","Asian",45,"2002-07-08 00:00:00",24.0,92655,"Very Low",0.0,0.0,"China","Chengdu",True
552,"E02489","Ethan Clark","Sr. Business Partner","Human Resources","Manufacturing","Male","Caucasian",33,"2017-08-04 00:00:00",9.0,92610,"Very Low",0.0,0.0,"United States","Columbus",False
553,"E01958","Angel Lin","Network Administrator","IT","Manufacturing","Male","Asian",27,"2020-12-24 00:00:00",5.6,92321,"Very Low",0.0,0.0,"United States","Chicago",False
554,"E02984","Jack Mai","Sr. Analyst","Marketing","Corporate","Male","Asian",45,"2007-09-22 00:00:00",18.8,92293,"Very Low",0.0,0.0,"China","Chengdu",False
555,"E03849","Harper Chin","Quality Engineer","Engineering","Manufacturing","Female","Asian",50,"2002-07-09 00:00:00",24.0,92209,"Very Low",0.0,0.0,"China","Shanghai",True
556,"E02135","John Delgado","Cloud Infrastructure Architect","IT","Corporate","Male","Latino",30,"2017-02-11 00:00:00",9.4,92058,"Very Low",0.0,0.0,"United States","Austin",False
557,"E00233","Brooklyn Reyes","Service Desk Analyst","IT","Manufacturing","Female","Latino",36,"2019-12-19 00:00:00",6.6,91954,"Very Low",0.0,0.0,"United States","Columbus",False
558,"E04126","Dominic Baker","Sr. Analyst","Accounting","Manufacturing","Male","Black",51,"2020-10-09 00:00:00",5.8,91853,"Very Low",0.0,0.0,"United States","Chicago",False
559,"E02473","Leonardo Lo","Quality Engineer","Engineering","Speciality Products","Male","Asian",29,"2021-11-15 00:00:00",4.7,91782,"Very Low",0.0,0.0,"China","Chongqing",False
560,"E01388","Ivy Soto","Field Engineer","Engineering","Research & Development","Female","Latino",50,"1997-10-23 00:00:00",28.7,91763,"Very Low",0.0,0.0,"United States","Austin",True
561,"E03519","Eliza Zheng","Computer Systems Manager","IT","Speciality Products","Female","Asian",48,"2014-04-20 00:00:00",12.2,91679,"Very Low",0.07,64.18,"China","Chongqing",False
562,"E03912","Carter Turner","Sr. Analyst","Marketing","Corporate","Male","Caucasian",33,"2015-11-17 00:00:00",10.7,91632,"Very Low",0.0,0.0,"United States","Phoenix",False
563,"E02417","Alice Young","Automation Engineer","Engineering","Research & Development","Female","Caucasian",46,"2008-01-24 00:00:00",18.5,91621,"Very Low",0.0,0.0,"United States","Chicago",False
564,"E04217","Lydia Williams","System Administrator ","IT","Manufacturing","Female","Black",35,"2014-10-29 00:00:00",11.7,91592,"Very Low",0.0,0.0,"United States","Chicago",False
565,"E00640","Paisley Bryant","Cloud Infrastructure Architect","IT","Manufacturing","Female","Black",37,"2016-04-27 00:00:00",10.2,91400,"Very Low",0.0,0.0,"United States","Chicago",False
566,"E04048","Julian Lee","IT Systems Architect","IT","Corporate","Male","Asian",51,"2003-01-17 00:00:00",23.5,91399,"Very Low",0.0,0.0,"United States","Seattle",False
567,"E00359","Logan Carrillo","Sr. Analyst","Marketing","Research & Development","Male","Latino",33,"2014-11-30 00:00:00",11.6,91280,"Very Low",0.0,0.0,"United States","Miami",False
568,"E04491","Nathan Chan","Cloud Infrastructure Architect","IT","Corporate","Male","Asian",45,"2000-03-02 00:00:00",26.4,91276,"Very Low",0.0,0.0,"United States","Seattle",False
569,"E00096","Peyton Cruz","Development Engineer","Engineering","Manufacturing","Female","Latino",30,"2016-05-26 00:00:00",10.1,91134,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
570,"E04359","Layla Salazar","Solutions Architect","IT","Corporate","Female","Latino",59,"2014-03-19 00:00:00",12.3,90901,"Very Low",0.0,0.0,"United States","Seattle",True
571,"E03681","Lyla Chen","Sr. Business Partner","Human Resources","Research & Development","Female","Asian",45,"2019-04-26 00:00:00",7.2,90870,"Very Low",0.0,0.0,"United States","Chicago",False
572,"E02254","Jaxson Sandoval","Sr. Analyst","Sales","Speciality Products","Male","Latino",61,"2017-05-03 00:00:00",9.2,90855,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
573,"E01952","Everett Lee","Network Administrator","IT","Research & Development","Male","Asian",45,"2010-02-26 00:00:00",16.4,90770,"Very Low",0.0,0.0,"United States","Columbus",False
574,"E01633","Addison Do","Operations Engineer","Engineering","Manufacturing","Female","Asian",46,"2001-05-30 00:00:00",25.1,90678,"Very Low",0.0,0.0,"United States","Columbus",False
575,"E03296","Eloise Trinh","Solutions Architect","IT","Speciality Products","Female","Asian",39,"2020-04-22 00:00:00",6.2,90535,"Very Low",0.0,0.0,"United States","Miami",False
576,"E00102","Riley Rojas","Network Architect","IT","Speciality Products","Female","Latino",36,"2021-01-21 00:00:00",5.5,90333,"Very Low",0.0,0.0,"Brazil","Rio de Janerio",False
577,"E04267","Greyson Sanders","Cloud Infrastructure Architect","IT","Speciality Products","Male","Black",28,"2019-03-06 00:00:00",7.4,90304,"Very Low",0.0,0.0,"United States","Chicago",False
578,"E00784","Ella Nguyen","Service Desk Analyst","IT","Corporate","Female","Asian",60,"2004-02-10 00:00:00",22.4,90258,"Very Low",0.0,0.0,"China","Chongqing",False
579,"E04817","Zoe Sanchez","Sr. Analyst","Accounting","Research & Development","Female","Latino",53,"2004-12-23 00:00:00",21.6,90212,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
580,"E02960","Nova Hill","Sr. Analyst","Accounting","Manufacturing","Female","Caucasian",56,"2018-03-10 00:00:00",8.4,90040,"Very Low",0.0,0.0,"United States","Chicago",False
581,"E04800","Eli Han","Sr. Analyst","Accounting","Manufacturing","Male","Asian",40,"2016-01-15 00:00:00",10.5,89984,"Very Low",0.0,0.0,"China","Chengdu",False
582,"E04487","Audrey Hwang","Sr. Analyst","Accounting","Speciality Products","Female","Asian",45,"2020-06-17 00:00:00",6.1,89841,"Very Low",0.0,0.0,"China","Beijing",False
583,"E02024","Amelia Bell","Sr. Analyst","Sales","Manufacturing","Female","Caucasian",53,"2017-08-05 00:00:00",9.0,89769,"Very Low",0.0,0.0,"United States","Seattle",True
584,"E02031","Melody Cooper","Development Engineer","Engineering","Research & Development","Female","Caucasian",44,"2009-09-04 00:00:00",16.9,89695,"Very Low",0.0,0.0,"United States","Austin",False
585,"E04032","Emery Zhang","Field Engineer","Engineering","Corporate","Female","Asian",45,"2012-02-28 00:00:00",14.4,89659,"Very Low",0.0,0.0,"China","Beijing",False
586,"E03799","Natalie Hwang","Sr. Analyst","Finance","Speciality Products","Female","Asian",63,"1999-12-31 00:00:00",26.6,89523,"Very Low",0.0,0.0,"United States","Phoenix",False
587,"E02848","Emma Brooks","Sr. Account Representative","Sales","Research & Development","Female","Caucasian",30,"2016-12-18 00:00:00",9.6,89458,"Very Low",0.0,0.0,"United States","Austin",True
588,"E01377","Grayson Luu","Quality Engineer","Engineering","Research & Development","Male","Asian",55,"2011-04-30 00:00:00",15.2,89419,"Very Low",0.0,0.0,"China","Shanghai",False
589,"E04095","Sadie Patterson","Sr. Analyst","Accounting","Speciality Products","Female","Caucasian",38,"2020-07-24 00:00:00",6.0,89390,"Very Low",0.0,0.0,"United States","Seattle",True
590,"E02943","Bella Lopez","Sr. Analyst","Marketing","Corporate","Female","Latino",32,"2013-11-12 00:00:00",12.7,88895,"Very Low",0.0,0.0,"United States","Chicago",False
591,"E04547","Avery Grant","Enterprise Architect","IT","Research & Development","Female","Caucasian",49,"2014-03-05 00:00:00",12.4,88777,"Very Low",0.0,0.0,"United States","Chicago",False
592,"E04458","Alexander Bryant","Field Engineer","Engineering","Speciality Products","Male","Caucasian",30,"2021-10-02 00:00:00",4.8,88758,"Very Low",0.0,0.0,"United States","Seattle",False
593,"E01611","Gabriella Zhu","Computer Systems Manager","IT","Speciality Products","Female","Asian",36,"2014-11-29 00:00:00",11.6,88730,"Very Low",0.08,70.98,"China","Chongqing",False
594,"E04799","Mila Roberts","Sr. Business Partner","Human Resources","Corporate","Female","Caucasian",30,"2017-01-26 00:00:00",9.5,88663,"Very Low",0.0,0.0,"United States","Phoenix",False
595,"E02217","William Phillips","Network Architect","IT","Corporate","Male","Black",61,"2004-01-27 00:00:00",22.5,88478,"Very Low",0.0,0.0,"United States","Austin",False
596,"E04108","Jade Figueroa","Sr. Analyst","Sales","Manufacturing","Female","Latino",33,"2012-05-14 00:00:00",14.2,88343,"Very Low",0.0,0.0,"Brazil","Rio de Janerio",False
597,"E03438","Asher Morales","Automation Engineer","Engineering","Research & Development","Male","Latino",52,"2020-07-10 00:00:00",6.0,88272,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
598,"E03402","Isaac Liu","Field Engineer","Engineering","Manufacturing","Male","Asian",60,"1992-10-13 00:00:00",33.8,88213,"Very Low",0.0,0.0,"China","Chongqing",False
599,"E02035","Eli Rahman","Service Desk Analyst","IT","Manufacturing","Male","Asian",45,"2010-03-16 00:00:00",16.3,88182,"Very Low",0.0,0.0,"China","Chengdu",False
600,"E04931","Zoe Romero","Network Architect","IT","Manufacturing","Female","Latino",32,"2021-10-05 00:00:00",4.8,88072,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
601,"E00306","Piper Patterson","Quality Engineer","Engineering","Corporate","Female","Caucasian",45,"2019-06-19 00:00:00",7.1,88045,"Very Low",0.0,0.0,"United States","Chicago",True
602,"E02848","Lincoln Huynh","System Administrator ","IT","Research & Development","Male","Asian",55,"2016-11-09 00:00:00",9.7,87851,"Very Low",0.0,0.0,"China","Chongqing",True
603,"E04639","Luna Taylor","Network Administrator","IT","Manufacturing","Female","Caucasian",47,"2018-07-28 00:00:00",8.0,87806,"Very Low",0.0,0.0,"United States","Seattle",False
604,"E02903","Robert Vazquez","System Administrator ","IT","Corporate","Male","Latino",40,"2021-09-26 00:00:00",4.8,87770,"Very Low",0.0,0.0,"United States","Austin",False
605,"E03359","Autumn Ortiz","Field Engineer","Engineering","Research & Development","Female","Latino",30,"2017-12-17 00:00:00",8.6,87744,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
606,"E00697","Jonathan Chavez","System Administrator ","IT","Manufacturing","Male","Latino",29,"2017-05-11 00:00:00",9.2,87536,"Very Low",0.0,0.0,"United States","Seattle",False
607,"E01760","Madeline Acosta","Sr. Account Representative","Sales","Speciality Products","Female","Latino",26,"2021-02-09 00:00:00",5.4,87427,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
608,"E00276","Kennedy Romero","Engineering Manager","Engineering","Research & Development","Female","Latino",37,"2018-12-27 00:00:00",7.6,87359,"Very Low",0.11,96.09,"Brazil","Rio de Janerio",True
609,"E01966","Thomas Williams","Field Engineer","Engineering","Speciality Products","Male","Caucasian",45,"2015-11-21 00:00:00",10.7,87292,"Very Low",0.0,0.0,"United States","Columbus",False
610,"E03908","Miles Evans","Network Architect","IT","Manufacturing","Male","Caucasian",54,"1994-10-24 00:00:00",31.7,87216,"Very Low",0.0,0.0,"United States","Miami",False
611,"E04167","Henry Alvarez","Sr. Business Partner","Human Resources","Manufacturing","Male","Latino",48,"2005-04-12 00:00:00",21.3,87158,"Very Low",0.0,0.0,"Brazil","Manaus",False
612,"E03364","Audrey Lee","Development Engineer","Engineering","Speciality Products","Female","Asian",51,"2017-02-11 00:00:00",9.4,87036,"Very Low",0.0,0.0,"China","Chongqing",False
613,"E04474","Mila Hong","Test Engineer","Engineering","Research & Development","Female","Asian",30,"2017-05-22 00:00:00",9.2,86858,"Very Low",0.0,0.0,"China","Chongqing",False
614,"E04387","Everleigh White","Network Architect","IT","Speciality Products","Female","Caucasian",59,"2017-10-20 00:00:00",8.7,86831,"Very Low",0.0,0.0,"United States","Phoenix",False
615,"E02770","Liliana Do","Service Desk Analyst","IT","Manufacturing","Female","Asian",30,"2019-03-29 00:00:00",7.3,86774,"Very Low",0.0,0.0,"China","Chengdu",True
616,"E01533","Avery Bailey","Sr. Analyst","Sales","Speciality Products","Female","Caucasian",49,"1996-05-15 00:00:00",30.2,86658,"Very Low",0.0,0.0,"United States","Phoenix",False
617,"E02706","Nevaeh Kang","Automation Engineer","Engineering","Research & Development","Female","Asian",46,"2021-01-10 00:00:00",5.5,86538,"Very Low",0.0,0.0,"China","Chengdu",True
618,"E00181","Genesis Hu","Sr. Analyst","Marketing","Corporate","Female","Asian",46,"2002-01-15 00:00:00",24.5,86510,"Very Low",0.0,0.0,"China","Beijing",False
619,"E03292","Cora Evans","Computer Systems Manager","IT","Speciality Products","Female","Black",45,"2018-03-26 00:00:00",8.3,86478,"Very Low",0.06,51.89,"United States","Austin",False
620,"E01242","Emery Doan","Controls Engineer","Engineering","Corporate","Female","Asian",25,"2021-06-23 00:00:00",5.1,86464,"Very Low",0.0,0.0,"China","Shanghai",False
621,"E03567","Silas Chavez","Technical Architect","IT","Research & Development","Male","Latino",51,"2008-04-15 00:00:00",18.3,86431,"Very Low",0.0,0.0,"United States","Columbus",False
622,"E03890","Everett Khan","Solutions Architect","IT","Manufacturing","Male","Asian",43,"2017-01-18 00:00:00",9.5,86417,"Very Low",0.0,0.0,"United States","Chicago",True
623,"E01754","Owen Lam","Sr. Business Partner","Human Resources","Speciality Products","Male","Asian",30,"2017-05-29 00:00:00",9.1,86317,"Very Low",0.0,0.0,"China","Chengdu",False
624,"E00665","David Chu","Controls Engineer","Engineering","Corporate","Male","Asian",55,"1998-09-03 00:00:00",27.9,86299,"Very Low",0.0,0.0,"United States","Seattle",False
625,"E04538","Adeline Yang","Cloud Infrastructure Architect","IT","Corporate","Female","Asian",53,"2011-07-20 00:00:00",15.0,86173,"Very Low",0.0,0.0,"China","Chongqing",False
626,"E03941","Isla Han","Technical Architect","IT","Manufacturing","Female","Asian",58,"2005-06-18 00:00:00",21.1,86089,"Very Low",0.0,0.0,"United States","Chicago",False
627,"E03904","Hunter Ortiz","Sr. Analyst","Finance","Corporate","Male","Latino",46,"2013-01-20 00:00:00",13.5,86061,"Very Low",0.0,0.0,"Brazil","Rio de Janerio",False
745,"E04379","Scarlett Rodriguez","Sr. Analyst","Finance","Manufacturing","Female","Latino",60,"2007-02-24 00:00:00",19.4,71699,"High",0.0,0.0,"Brazil","Manaus",False
628,"E02284","Josephine Salazar","Field Engineer","Engineering","Speciality Products","Female","Latino",36,"2016-03-14 00:00:00",10.3,85870,"Very Low",0.0,0.0,"Brazil","Sao Paulo",False
629,"E03430","Leo Herrera","Sr. Business Partner","Human Resources","Research & Development","Male","Latino",48,"1998-04-22 00:00:00",28.3,85369,"Very Low",0.0,0.0,"Brazil","Manaus",False
